Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'39231172673636,value,pt-PT,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Developed with Japanese bamboo charcoal technology that neutralizes bad odors much better.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Features 6 layers of protection.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Absorbs everything ultra-fast. The urine disappears in seconds.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Contains a natural canine attractant.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Camouflages yellow urine stains, but the bottom is white so you can easily identify any color changes in the urine. If you notice any, consult your veterinarian.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Each pack contains 30 units.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Length: 80cm.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Width: 60cm.""}]}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Desenvolvido com tecnologia de carvão vegetal japonês que neutraliza os óleos de odor muito melhor.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Contém 6 camadas de proteção.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Absorve tudo com extraordinária rapidez. A urina desaparece em segundos.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Contém um atraente natural para cães.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Camufla manchas de urina amarelas, mas a parte inferior é branca para que possas facilmente identificar qualquer alteração de cor na urina. Se observar qualquer coisa, consulta o seu veterinário.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Cada pacote contém 30 unidades.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Comprimento: 80cm.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Largura: 60cm.""}]}]}]}"
METAFIELD,'39231460769892,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatible with the Samsung SmartTag 2.\n•\tMade of silicon.\n•\tWith handles attachable to collars and harnesses.\n•\tAvailable in 3 colors.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatível com o Samsung SmartTag 2.\n•\tFabricado em silicone.\n•\tCom mordazas aplicáveis a collares e harnesses.\n•\tDisponível em 3 cores.\n""}]}]}"
METAFIELD,'39231474532452,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatible with the Samsung SmartTag 2.\n•\tMade of silicon.\n•\tWith handles attachable to collars and harnesses.\n•\tAvailable in 3 colors.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatível com o Samsung SmartTag 2.\n•\tFabricado em silicone.\n•\tCom mordazas aplicáveis a collares e harnesses.\n•\tDisponível em 3 cores.\n""}]}]}"
METAFIELD,'39231475843172,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatible with the Samsung SmartTag 2.\n•\tMade of silicon.\n•\tWith handles attachable to collars and harnesses.\n•\tAvailable in 3 colors.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCompatível com o Samsung SmartTag 2.\n•\tFabricado em silicone.\n•\tCom mordazas aplicáveis a collares e harnesses.\n•\tDisponível em 3 cores.\n""}]}]}"
METAFIELD,'39231870664804,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""\n•\tHas two zippers that makes it easier to change and wash it.\n•\tUltra soft hypoallergenic microfiber with a velvety texture.\n•\tAnti-slippery base.\n•\tAvailable in two sizes: Small and Large.\n•\tCover has a standard Zee.Bed size.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""\n•\tPossui dois zippers que o faz mais fácil de trocar e lavar.\n•\tMicrofibra hipoalérgica ultra macia com um toque veludo.\n•\tBase antideslizante.\n•\tDisponível em duas tamanhos: Pequeno e Grande.\n•\tA cobertura possui um tamanho padrão de Zee.Bed.\n""}]}]}"
METAFIELD,'39231923650660,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tHas two zippers that makes it easier to change and wash it.\n•\tUltra soft hypoallergenic microfiber with a velvety texture.\n•\tAnti-slippery base.\n•\tAvailable in two sizes: Small and Large.\n•\tCover has a standard Zee.Bed size.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tPossui dois zippers que o faz mais fácil de trocar e lavar.\n•\tMicrofibra hipoalérgica ultra macia com uma textura veluda.\n•\tBase anti-deslizante.\n•\tDisponível em duas medidas: Pequena e Grande.\n•\tCapa tem um tamanho padrão de Zee.Bed.\n""}]}]}"
METAFIELD,'39231947243620,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tHas two zippers that makes it easier to change and wash it.\n•\tUltra soft hypoallergenic microfiber with a velvety texture.\n•\tAnti-slippery base.\n•\tAvailable in two sizes: Small and Large.\n•\tCover has a standard Zee.Bed size.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tPossui dois zippers que o faz mais fácil de trocar e lavar.\n•\tMicrofibra hipoalérgica ultra macia com uma textura veluda.\n•\tBase anti-deslizante.\n•\tDisponível em duas medidas: Pequena e Grande.\n•\tCapa tem um tamanho padrão de Zee.Bed.\n""}]}]}"
METAFIELD,'39231977783396,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tHas two zippers that makes it easier to change and wash it.\n•\tUltra soft hypoallergenic microfiber with a velvety texture.\n•\tAnti-slippery base.\n•\tAvailable in two sizes: Small and Large.\n•\tCover has a standard Zee.Bed size.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tPossui dois zippers que o faz mais fácil de trocar e lavar.\n•\tMicrofibra hipoalérgica ultra macia com uma textura veluda.\n•\tBase anti-deslizante.\n•\tDisponível em duas medidas: Pequena e Grande.\n•\tCapa tem um tamanho padrão de Zee.Bed.\n""}]}]}"
METAFIELD,'39232080511076,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Has two zippers that makes it easier to change and wash it.\n-Ultra soft hypoallergenic microfiber with a velvety texture.\n-Anti-slippery base.\n-Available in two sizes: Small and Large.\n-Water-repellent.\n-Cover has a standard Zee.Bed size.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""-Tem dois zippers que torna mais fácil mudá-lo e lavá-lo.\n-Microfibra hipoalérgica ultra macia com uma textura velluda.\n-Base antideslizante.\n-Disponível em dois tamanhos: Pequeno e Grande.\n-Abaixo de água.\n-A capa tem um tamanho padrão Zee.Cama.\n""}]}]}"
METAFIELD,'39232308510820,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""\n•\tElected the best leash by Pet Product International Magazine.\n•\tWith a rubber spring that absorbs the impact for you.\n•\tPerfect for dogs that think they are buffaloes.\n•\tSafety and resistance: made of polyester, the same material of safety belts.\n•\tSuper alloy-zinc hook with a lock system.\n•\tNeoprene coated handle provides more comfort.\n•\tAvailable in two sizes: Small and Large.\n•\tThe sizes have the same length, but different width.\n•\tJust like safety belts, it's recommended to avoid rough or sharp surfaces like bites, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""\n•\tEleito o melhor cinto de mão por Pet Product International Magazine.\n•\tCom um resiliente coletor de impacto para você.\n•\tIdeal para cães que acreditam ser búfalos.\n•\tSegurança e resistência: feito de poliéster, o mesmo material dos cintos de segurança.\n•\tSuper aliumínio-zinco presilga com sistema de bloqueio.\n•\tMão coberta de neopreno oferece mais conforto.\n•\tDisponível em dois tamanhos: Pequeno e Grande.\n•\tOs tamanhos possuem a mesma extensão, mas diferentes larguras.\n•\tComo os cintos de segurança, é recomendado evitar superfícies rugosas ou ácidas, como mordidas, por exemplo.\n""}]}]}"
METAFIELD,'39232374079588,value,pt-PT,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Easy to attach to the leash handle.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""With a clasp and a clip to help the dispenser stay in place.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Glows in the dark.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Easy to fit in the Zee.Dog poop bags.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Never get caught off guard in the street.\n""}]}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Fácil de se fixar no mango do laço.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Com um fecho e uma prega para ajudar o dispenser ficar em lugar.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Lumina na escuridão.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Fácil de se ajustar nos sacos de lixo da Zee.Dog.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Nunca ficar surpreso na rua.\n""}]}]}]}"
METAFIELD,'39232509345892,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tExclusive design with 3D embroidery.\n•\tRubber Zee.Dog skull, made of non-toxic material.\n•\tSoft texture to provide more comfort during walks. \n•\tLighter hook but as resistant as the other leashes' hooks.\n•\tColorful detail in the hook.\n•\tVery light and compact.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tDesign exclusivo com embroideria em 3D.\n•\tCrânio Zee.Dog de borracha, fabricado em material não tóxico.\n•\tTextura mole para proporcionar mais conforto durante as caminhadas.\n•\tAmarras ligeiras mas igualmente resistentes como as amarras dos outros laços de bicha.\n•\tDetalhe colorido na amarra.\n•\tMuito leve e compacto.""}]}]}"
METAFIELD,'39232516456548,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tExclusive design with 3D embroidery.\n•\tRubber Zee.Dog skull, made of non-toxic material.\n•\tSoft texture to provide more comfort during walks. \n•\tLighter hook but as resistant as the other leashes' hooks.\n•\tColorful detail in the hook.\n•\tVery light and compact.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tDesign exclusivo com embroideria em 3D.\n•\tCrânio Zee.Dog de borracha, fabricado em material não tóxico.\n•\tTextura mole para proporcionar mais conforto durante as caminhadas.\n•\tAmarras ligeiras mas igualmente resistentes como as amarras dos outros laços de bicha.\n•\tDetalhe colorido na amarra.\n•\tMuito leve e compacto.""}]}]}"
METAFIELD,'39232522911844,value,pt-PT,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Exclusive design with 3D embroidery.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Rubber Zee.Dog skull, made of non-toxic material.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Soft texture to provide more comfort during walks. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Lighter hook but as resistant as the other leashes' hooks.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Colorful detail in the hook.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Very light and compact.\n""}]}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Design exclusivo com bordado em 3D.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Cabeça de Zee.Dog em caucho, feito de material não tóxico.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Textura suave para fornecer mais conforto durante passeios. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Agarradeira leve mas tão resistente quanto os ganchos das outras cordas de passeio.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Detalhe colorido no agarradeira.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Muito leve e compacto.\n""}]}]}]}"
METAFIELD,'39232560726116,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\t2 in 1: it works as a collar and a leash at the same time.\n•\tIndicated to medium and large size dogs.\n•\tMade of resistant poliester.\n•\tVery easy to adjust.\n•\tAvailable in one size.\n•\tWith an extra safety lock.\n•\tAnti-choking system.\n\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\t2 em 1: funciona tanto como colar quanto como corrente ao mesmo tempo.\n•\tIndicado a cães de tamanho médio e grande.\n•\tFabricado em poliéster resistente.\n•\tMuito fácil de ajustar.\n•\tDisponível em uma única medida.\n•\tCom um fechadouro extra de segurança.\n•\tSistema anticongelamento.\n\n""}]}]}"
METAFIELD,'39232608174180,value,pt-PT,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tCan be worn around the chest, waist or as a regular leash.\n•\tLighter hook but as resistant as the other leashes' hooks.\n•\tIdeal to walk or run with you dog.\n•\tAdjustment mechanisms that allow the leash to be easily adapted to the body.\n•\tWith the E-Zeelock it is possible to adjust the leash to your body and/or secure your dog, in a place nearby you, like in a table leg, for example.\n""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""•\tPode ser usado em redor do pescoço, do tórax ou como uma corrente regular.\n•\tAcordeão mais leve mas com igual resistência das correntes' acordeões.\n•\tIndicado para caminhadas ou corridas com o seu cachorro.\n•\tMecanismos de ajuste que permitem que a corrente seja facilmente adaptada ao corpo.\n•\tCom o E-Zeelock é possível ajustar a corrente à sua altura e/ou segurar seu cachorro, em um lugar próximo de você, por exemplo, numa perna de uma mesa.""}]}]}"
